DOI	Cited title	Citation ID	CC paragraph	Citation_context	Cited_content	Citing DOI	PMCID	Label
28743020	Animal communication: when i'm calling you, will you answer too?	bib27	The lipid yield increased from 11.5% to 12.03% by extending the duration of time from 30 min to 75 min ( Fig. 7 (c)). It was thought that a longer contact period would allow greater cellular permeabilization, so DIMCARB was used to infiltrate and disintegrate the cellular structure of  Chlorella pyrenoidosa.  Incubation for 90 min did not increase the lipid yield.  Chlorella  sp cell wall. is composed of cellulose, xylans and mannan compounds, with numerous chains of -linked  d -glucose units formed between oxygen atoms and hydrogen networks [ 27 ]. It was hypothesized that DIMCARB, a polar and hydrophilic IL, would make it easier for hydrogen bonds to form and deprotonate the cellulose chain in the  C. pyrenoidosa  cell wall. This makes it easier for the lipid to dissolve into the solvent by weakening the cellulose of the encysted  Chlorella  sp cell. Furthermore, the amount of lipid that can diffuse from the microalgal cells to the solvent may be limited by the maximal mass transfer of lipids between the inner and outer walls of  Chlorella  sp 's  cellular structure. For these reasons, 75 min was determined to be the best time.	Chlorella  sp cell wall. is composed of cellulose, xylans and mannan compounds, with numerous chains of -linked  d -glucose units formed between oxygen atoms and hydrogen networks [ 27 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1016/j.heliyon.2022.e12754	9843268	Unrelated
10.1016/j.cub.2017.05.064	Animal Communication: When I’m Calling You, Will You Answer Too	pone.0309442.ref004	Ticks feed themselves by sucking blood, lymph, and digested tissue from animals; this can result in the acquisition and transmission of many tick-borne pathogens (TBPs) [ 4 ]. Ticks serve as vectors and reservoirs of many pathogens of medical and veterinary concern, including several zoonotic pathogens [ 5 ]. Of the approximately 949 identified tick species worldwide, 10% are vectors of pathogens that cause diseases of public health and veterinary concern [ 6 ,  7 ]. Almost 30 tick species in Pakistan have been identified from cattle and buffaloes and 40 from sheep and goats [ 9 ]. In addition, more than 80% of bovines were tick-infested with  Hyalomma  and  Rhipicephalus  genera species alone.  Hyalomma anatolicum  and  Rhipicephalus microplus  are the most common tick species collected from the livestock of Pakistan and the primary vectors of the causative pathogens of babesiosis, theileriosis, and anaplasmosis in ruminants [ 1 ].  R .  microplus  (cattle tick) is a vector for  Anaplasma marginale ,  Babesia bigemina , and  B .  bovis , causative agents of tick fever in livestock.  H .  anatolicum  is a proficient vector for  Theileria annulata , which causes theileriosis, resembling malaria in animals [ 8 ].  Hy .  anatolicum  is also responsible for transmitting Crimean-Congo Hemorrhagic Fever Virus (CCHFV), which results in a disease (CCHF) with a 30% fatality rate [ 9 ]. Zoonotic tick-borne diseases (TBDs), especially anaplasmosis, babesiosis, and ehrlichiosis, can be transmitted to humans via tick bites during practices like removing ticks from animal bodies or crushing of removed ticks with bare hands and possibly through contact with blood or tissues of infected animals [ 10 ].	Of the approximately 949 identified tick species worldwide, 10 are vectors of pathogens that cause diseases of public health and veterinary concern  6 ,  7 . Almost 30 tick species in Pakistan have been identified from cattle and buffaloes and 40 from sheep and goats  9 .	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1371/journal.pone.0309442.r004	11343457	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: when I’m calling you, will you answer too?	CR8	In the lyophilisation technique, RNA solvent, which is diethyl pyrocarbonate (DEPC) treated deionized water, is typically removed from frozen sample via sublimation [ 1 ]. Lyophilisation possesses two types of stresses namely, freezing and drying both of which are known to damage nucleic acids such as non-viral vectors or plasmid DNAs. [ 1 ]. It is an applicable tool for tissue samples rich in polyphenols and polysaccharides because it diminishes the RNA contamination mediated by nuclease and protease activities [ 2 ]. Moreover, RNA stabilization of tissues at non-cryogenic temperatures applying cell-penetrable fixatives such as RNAlater for short-term storage has recently been used as an alternative technique [ 8 ]. Air-drying of RNA in a suspension of yeast at 50 °C resulted in a nucleic acid (about 5% of that initially present) characterized by a relatively high ratio of adenine/guanine [ 9 ]. The mRNA is also conserved on rehydration after complete drying of drought-tolerant moss  Tortula ruralis  (Hedw.) [ 10 ].	Moreover, RNA stabilization of tissues at non-cryogenic temperatures applying cell-penetrable fixatives such as RNAlater for short-term storage has recently been used as an alternative technique [ 8 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1186/s13007-022-00846-6	8858460	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: when i’m calling you, will you answer too?	CR174	Millions of people all around the world suffer from neuroinflammation after experiencing trauma or mental stress [ 149 ,  171 ]. Nearly every form of neurological disorder, including multiple sclerosis, stroke, AD, PD, and spinal cord injury, is a result of neuroinflammation [ 101 ]. The nigrostriatal dopaminergic system of the animal brain is affected by neuroinflammation as the disease progresses, as evidenced by glial cell activation, increases in proinflammatory cytokines (TNF-α, IL-1β, IL-6, and IFN-γ), and enzymes ((iNOS, COX-2), as well as protein aggregation, inflammasome activation, and cell death [ 94 ,  174 ,  176 ], Zhang and An, 2007). There have been many suggestions for neuroprotective techniques based on anti-inflammatory medications to restore damaged brain function [ 55 ,  77 ].	The nigrostriatal dopaminergic system of the animal brain is affected by neuroinflammation as the disease progresses, as evidenced by glial cell activation, increases in proinflammatory cytokines (TNF-α, IL-1β, IL-6, and IFN-γ), and enzymes ((iNOS, COX-2), as well as protein aggregation, inflammasome activation, and cell death [ 94 ,  174 ,  176 ], Zhang and An, 2007).	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1186/s13020-023-00735-7	10015939	Unrelated
10.1016/j.cub.2017.05.064	Animal Communication: When I’m Calling You, Will You Answer Too?	CR13	The World Health Organization (WHO) defines domestic violence as any violent and gender-dependent behavior causing damage or possible physical, sexual, emotional damage, or suffering for women. Such behaviors can occur with threats, as well as absolute deprivation of liberty and freedoms, and may occur implicitly or explicitly [ 11 ]. Worldwide, 30 % of women experience physical or sexual violence by their partner throughout their life [ 12 ]. Pregnancy alone imposes considerable psychological and physical stress on a woman, and when accompanied by other stress factors such as violence, they can adversely affect the health of mother and child. All said complications can increase maternal and neonatal mortality [ 1 ,  2 ]. Exposure to domestic violence during pregnancy is associated with numerous adverse consequences including prenatal bleeding, trauma to the fetus, congenital infection, uterine infection, atraumatic rupture of the spleen and pneumothorax, abortion, stillbirth, and premature delivery [ 13 ]. The negative consequences of psychological health including depression, anxiety, posttraumatic stress disorder, suicide, delayed visits for pregnancy care, maternal malnutrition, as well as drug abuse and chronic alcohol consumption, are associated with domestic violence during pregnancy [ 14 ].	Exposure to domestic violence during pregnancy is associated with numerous adverse consequences including prenatal bleeding, trauma to the fetus, congenital infection, uterine infection, atraumatic rupture of the spleen and pneumothorax, abortion, stillbirth, and premature delivery [ 13 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1186/s12884-021-03579-x	7840794	Unrelated
10.1016/j.cub.2017.05.064	Animal Communication: When I’m Calling You, Will You Answer Too?	CR13	Pregnancy alone imposes a considerable psychological and physical strain on a person, and when accompanied by other stressful factors such as violence, it can have adverse effects on both neonatal and maternal health, with these complications causing increased maternal and neonatal mortality [ 1 ,  2 ,  41 ,  42 ]. During the COVID-19 pandemic, pregnant women bear more stress because of their special conditions. According to this study, they have a lower quality of life, and when domestic violence is added to these conditions, their situation becomes critical; therefore, maternal and fetal complications would increase [ 13 ,  14 ,  41 ].	According to this study, they have a lower quality of life, and when domestic violence is added to these conditions, their situation becomes critical; therefore, maternal and fetal complications would increase [ 13 ,  14 ,  41 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1186/s12884-021-03579-x	7840794	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: When i’m calling you, will you answer too?	B9-molecules-27-00441	The textile industry has globally undeniable importance as it contributes to 7% of the total world exports. In spite of the great importance of this industrial sector, the drainage of untreated effluents into water bodies causes serious environmental problems [ 1 , 2 ]. Dyes are considered complex, poisonous, and low biodegradable structures; hence, different techniques have been developed to purify industrial wastewater from these organic pollutants. Methods including membrane filtration, degradation, chemical oxidation, electrochemical treatment, reverse osmosis, ion exchange, and adsorption have been applied to remove pollutants from water [ 3 , 4 , 5 , 6 , 7 ]. The advantages of simplicity, high efficiency, and low cost give the adsorption method priority among other technologies [ 8 , 9 , 10 ]. Until now, various adsorbents have been proposed to remove dyes and heavy metals from wastewater such as carbon materials [ 11 ], zeolites [ 12 ], clay minerals [ 13 ], and hydrogel [ 14 ]; after the completion of the adsorption process, adsorbents are separated from the medium using filtration or centrifugation. These processes are time- or energy-consuming and may lead to loss of the adsorbent’s mechanical properties. Furthermore, some adsorbents in the nanoscale are hardly separated from the adsorption solution, which may have harmful consequences [ 15 ].	The advantages of simplicity, high efficiency, and low cost give the adsorption method priority among other technologies [ 8 , 9 , 10 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.3390/molecules27020441	8778834	Unrelated
28743020	Animal communication: when i'm calling you, will you answer too?	bib58	The function of lncRNAs in the differentiation of HSPCs has been investigated in numerous studies. LncRNAs can regulate expression of transcription factors which regulate hematopoiesis. Luo et al. have assessed lncRNA profile of HSCs by high throughput sequencing and recognized more than 300 unannotated lncRNAs. Comparison of expression of these lncRNAs in differentiated lineages has led to identification of 159 HSC-enriched lncRNAs (LncHSCs). Silencing of two LncHSCs has conferred specific impact on HSC self-renewal and lineage commitment possibly through modulation of principal hematopoietic transcription factor, namely E2A [ 41 ]. Expression of the transcription factor PU.1 has been controlled by an antisense lncRNA which is transcribed from the same locus namely PU.1-AS. This lncRNA has been shown to suppress  PU.1  expression through regulating its translation [ 42 ]. Notably, others have described that high level of PU.1 is required for the development of macrophage compared with neutrophils [ 43 ]. Therefore, fine-tuning of PU.1 expression by its antisense transcript might define the lineage development. Paralkar et al. have identified more than 1000 polyadenylated lncRNAs expressed in erythroblastic cells, megakaryocytes, and megakaryocyte-erythroid precursor cells of mouse, and about 600 lncRNAs in human erythroblasts. The majority of these lncRNAs have been shown to be controlled by chief transcription factors including GATA1 and TAL1 [ 44 ]. Wagner et al. have reported over-expression of EGO in human bone marrow and in mature eosinophilic cells. This lncRNA has been shown to be transcribed from an intronic region of the  ITPR1  gene. Stimulation of CD34 +  hematopoietic progenitors with IL-5 has enhanced expression of EGO. EGO knock down has reduced expression of MBP and EDN in developing CD34 +  hematopoietic progenitors [ 45 ]. HOTAIRM1 is another antisense transcript originating from the same CpG island that is around the initiation site of  HOXA1  gene. HOTAIRM1 is the most noticeable intergenic RNA which is over-expressed in the course of induced granulocytic differentiation of hematopoietic cells. This lncRNA contributes in the myelopoiesis cia regulation of HOXA cluster [ 46 ]. Expression of Fas-AS1 has also been induced in the course of erythropoiesis via the activity of important erythroid transcription factors GATA-1 and KLF1. This lncRNA is inhibited by NF-κB. Besides, up-regulation of Fas-AS1 in HSPCs-originated erythroblasts has decreased surface levels of Fas and induced defense against Fas-mediated apoptosis [ 47 ]. LincRNA-EPS has a role in the erythroid differentiation as its suppression has blocked erythroid differentiation and enhanced apoptosis. This lncRNA has been shown to suppress expression of the pro-apoptotic gene  Pycard  [ 48 ]. Linc-MAF-4 is a chromatin-related lncRNA with specific expression in T helper 1 cells. Its expression has been inversely correlated with expression of the T helper 2-associated transcription factor MAF. Linc-MAF-4 silencing has twisted T cell differentiation to the T helper 2 route [ 49 ]. H19 is another lncRNA with critical role in the emergence of HSCs. Absence of H19 in the early developmental stages has suppressed endothelial-to-hematopoietic transition. Besides, H19 deficiency in pre-HSCs has resulted in promoter hypermethylation and simultaneous down-regulation of numerous important hematopoietic transcription factors, such as Runx1 and Spi1. The detected defects in the hematopoietic system following H19 deficiency has been attributed to the enhanced function of S-adenosylhomocysteine hydrolase, a controller of DNA methylation [ 50 ]. An animal study has indicated the role of Xist RNA in the suppression of hematologic cancer as deletion of this lcRNA in the blood of mice has resulted in initiation of an extremely aggressive myeloproliferative condition being described by a number of characteristics including myelofibrosis and leukemia. Deficiency of this lncRNA in HSCs has resulted in abnormal maturation and age-dependent defects [ 51 ]. Dlk1-Gtl2 is another ncRNA with an important impact in inhibition of LT-HSCs. This locus contains a miRNA mega-cluster locus that inhibits the whole PI3K-mTOR pathway, suppressing mitochondrial synthetic processes and metabolic function and protecting LT-HSCs from reactive oxygen species (ROS) [ 52 ].  Table 2  reviews the investigations that assessed the role of lncRNAs in HSC differentiation. Table 2 Influence of lncRNAs in hematopoietic stem cell differentiation. Table 2 LncRNA Full name Cell linage Function Reference PU.1-AS * Monocytes; macrophages Regulates translation of PU.1 in HSCs differentiation [ 42 , 43 ] AlncRNA-EC7 * erythrocyte Downregulates expression of BAND3 and inhibit maturation of erythrocyte [ 44 ] AlncRNA-EC3 * erythrocyte Modulate red blood cell (RBC) formation [ 53 ] ShlncRNA-EC6 * erythrocyte Promotes red blood cell maturation [ 53 ] EGO Eosinophil granule ontogeny Leukocyte maturation Modulates MBP in the development of HSCs CD34 + [ 45 ] HOTAIRM1 HOX antisense intergenic RNA myeloid 1 Myeloid progenitors Modulation of granulocytic differentiation genes and the neighboring 3′ HOXA genes in HSCs [ 46 , 54 , 55 ] HOTAIRM1 HOX antisense intergenic RNA myeloid 1 Leukocyte Absence of HOTAIRM1causes ATRA-induced myeloid differentiation. [ 56 , 57 ] Fas-AS1 (or Saf) Fas-antisense 1 erythrocyte During erythropoiesis some erythroid transcription factors such as GATA-1 and KLF1 overexpress Fas-AS1 [ 47 , 58 ] LincRNA-EPS LincRNA erythroid prosurvival erythrocyte Downregulates expression of PyCARD and enhance erythropoiesis [ 48 , 53 ] Rmrp * Th17 CD4 +  T Change the expression of RORgt transcription factor in the Th17 [ 59 , 60 ] lncRNA-CSR LncRNA-class switch DNA recombination B lymphocyte Regulates function of lymphocyte B and antibody secretion [ 61 ] NeST (Tmevpg1 or IFNG-AS1) Nettoie Salmonella pas Theiler's; Th1 CD4 +  T In Th1 lymphocyte, NeST Binds to WDR5 and changes histone 3 methylation. [ 62 , 63 ] Linc-MAF-4 * Th1 CD4 +  T Changes T- lymphocyte differentiation toward Th2 by the change in MAF transcription that alters the function of chromatin modifiers [ 49 ] LincR-Ccr2-5′AS * Th2 CD4 +  T Changes the expression of specific genes that modulate the migration of Th2 [ 64 , 65 ] GATA3-AS1 GATA3-Antisense1 Th2 CD4 +  T Regulation of Th2- lymphocyte [ 66 ] TH2-LCR TH2-locus control region Th2 CD4 +  T Regulates the secretion of cytokines in Th2- lymphocyte [ 67 ] LncRNA-CD244 * CD8 +  T Changes expression of IFN-g and TNF-a and modify function of lymT CD8 + [ 68 , 69 ] NRON noncoding (RNA) repressor of NFAT T lymphocyte Regulation of NFAT1 transcription factor [ 70 ] BIC B- lymphocyte integration cluster B lymphocyte Regulator of B- lymphocyte differentiation [ [71] ,  [72] ,  [73] ,  [74] ] Flicr Foxp3 long intergenic non-coding RNA Treg Modulates Treg functions, strength antiviral responses [ 75 ] Lnc-EGFR Lnc-epidermal growth factor receptor; Treg Changes the differentiation of Treg and induced immunosuppression [ 76 ] lincRNA-Cox2 * Dendritic cells; macrophages Regulate secretion of IFNs [ 77 ] CRNDE Colorectal neoplasia differentially expressed B lymphocyte Regulates function of primarily pre-B1, pre-B2, and centroblasts [ 78 ] NeST * T lymphocyte Regulates immune function of T lymphocyte [ 79 , 80 ] LincR-Ccr2-5′ AS * T lymphocyte Regulation of Ccr1, Ccr2, Ccr3, and Ccr5 genes [ 81 ] Thy-ncR1 * Thymic T lymphocyte Destruction of MFAP4 and modulate proliferation and differentiation of T-cell [ 82 ] TMEVPG1 * T lymphocyte Changes the expression of IFN-γ gene and modify proliferation and differentiation of T- lymphocyte [ 77 , 80 ] H19 * HSC Preserves long-term HSC quiescence and self-renewal [ 83 ] EGO Eosinophil granule ontogeny Eosinophils Regulates eosinophils differentiation genes and maturation of eosinophils [ 84 ] HOTAIRM1 * Myeloid progenitors Suppuration of HoxA1 and HoxA4 genes in myeloid progenitors [ 45 ] LincRNA-EPS * Erythroblasts Elevates apoptosis [ 46 ] DLEU2; elncRNAEC1,3; lincRNAEC2,4,5,8,9; alncRNAEC1,2,3,7 * Erythroblasts Regulates erythrocyte maturation [ 48 ] Dlk1-Gtl2 Locus-derived lncRNAs * HSC lncRNAs inhibit PI3K-mTOR signaling, resulted in maintain HSC self-renewal [ 52 ] lncRNA Evx1 * Pluripotent cells Binds to chromatin and increases EVX1 transcription; regulate gene expression, proliferation, and differentiation [ 85 ] lncRNA-H19 * Embryonic HSC Partakes in endothelial-to-HSC transition by regulation of transcription factors (Runx1 and Spi1) [ 86 ] lncHSC-1/2 Hematopoietic stem cell HSC Controls long-term HSC quiescence and self-renewal [ 6 ] lncRNA-Xist * HSC Regulates HSC quiescence and self-renewal [ 51 , 87 ] lncRNA-DC Dendritic cells DC Regulates DC differentiation by increasing phosphorylation and nuclear translocation of STAT3 [ 88 ] lncRNA- Lethe * Macrophage/DC Partakes in innate immune response; regulate and limit inflammation [ 89 ] lincRNA-Cox2 * Macrophage/DC Is induced downstream of Toll-like receptors (TLRs) activation; act in the innate immune response [ 81 , 89 ] lncRNA-THRIL TNF- and hnRNPL-related immunoregulatory lncRNA Macrophage/DC Regulates homeostasis and activation of inflammatory reaction; necessary for expression of inflammatory cytokines [ 90 ] lncRNA-PACER p50-associated COX-2 extragenic RNA Macrophage/DC Has an important role in decoy molecule in the NF-kB signaling pathway [ 91 ] lncRNA-NKILA NF-kB-interacting lncRNA Macrophage/DC Regulates NF-kB signaling pathway; induced after IL-1b and TNF-a stimulation [ 92 , 93 ] lncRNA-αGT α-globin transcript erythrocyte Differentiation of erythroid cells [ 94 ] lncRNA- GAS5 * HSC Act as a tumor suppressor lymphoma and leukemia [ 95 ] lincRNA-a7 * HSC Regulation of hematopoiesis [ 96 ] lncRNA-MEG3 * HSC Regulation of p53 gene [ 97 ] lncRNA-NRON * HSC Regulating the activity of NFATs [ 98 ] lncRNA-Morrbid * Myeloid cell Controls myeloid cell differentiation [ 48 ] lnc-MC * Monocyte/Macrophage Regulates monocyte/macrophage differentiation [ 99 ] Th: lymphocyte T helper; Treg: lymphocyte T regulatory; NFAT1; nuclear factor of activated T-cells 1, MFAP4; microfibril associated protein 4, IFNs; interferon, STAT3: signal transducer and activator of transcription 3, DC: Dendritic cells, NFATs: nuclear factor of activated T cells.	Table 2 LncRNA Full name Cell linage Function Reference PU.1-AS * Monocytes; macrophages Regulates translation of PU.1 in HSCs differentiation [ 42 , 43 ] AlncRNA-EC7 * erythrocyte Downregulates expression of BAND3 and inhibit maturation of erythrocyte [ 44 ] AlncRNA-EC3 * erythrocyte Modulate red blood cell (RBC) formation [ 53 ] ShlncRNA-EC6 * erythrocyte Promotes red blood cell maturation [ 53 ] EGO Eosinophil granule ontogeny Leukocyte maturation Modulates MBP in the development of HSCs CD34 + [ 45 ] HOTAIRM1 HOX antisense intergenic RNA myeloid 1 Myeloid progenitors Modulation of granulocytic differentiation genes and the neighboring 3′ HOXA genes in HSCs [ 46 , 54 , 55 ] HOTAIRM1 HOX antisense intergenic RNA myeloid 1 Leukocyte Absence of HOTAIRM1causes ATRA-induced myeloid differentiation. [ 56 , 57 ] Fas-AS1 (or Saf) Fas-antisense 1 erythrocyte During erythropoiesis some erythroid transcription factors such as GATA-1 and KLF1 overexpress Fas-AS1 [ 47 , 58 ] LincRNA-EPS LincRNA erythroid prosurvival erythrocyte Downregulates expression of PyCARD and enhance erythropoiesis [ 48 , 53 ] Rmrp * Th17 CD4 +  T Change the expression of RORgt transcription factor in the Th17 [ 59 , 60 ] lncRNA-CSR LncRNA-class switch DNA recombination B lymphocyte Regulates function of lymphocyte B and antibody secretion [ 61 ] NeST (Tmevpg1 or IFNG-AS1) Nettoie Salmonella pas Theiler's; Th1 CD4 +  T In Th1 lymphocyte, NeST Binds to WDR5 and changes histone 3 methylation. [ 62 , 63 ] Linc-MAF-4 * Th1 CD4 +  T Changes T- lymphocyte differentiation toward Th2 by the change in MAF transcription that alters the function of chromatin modifiers [ 49 ] LincR-Ccr2-5′AS * Th2 CD4 +  T Changes the expression of specific genes that modulate the migration of Th2 [ 64 , 65 ] GATA3-AS1 GATA3-Antisense1 Th2 CD4 +  T Regulation of Th2- lymphocyte [ 66 ] TH2-LCR TH2-locus control region Th2 CD4 +  T Regulates the secretion of cytokines in Th2- lymphocyte [ 67 ] LncRNA-CD244 * CD8 +  T Changes expression of IFN-g and TNF-a and modify function of lymT CD8 + [ 68 , 69 ] NRON noncoding (RNA) repressor of NFAT T lymphocyte Regulation of NFAT1 transcription factor [ 70 ] BIC B- lymphocyte integration cluster B lymphocyte Regulator of B- lymphocyte differentiation [ [71] ,  [72] ,  [73] ,  [74] ] Flicr Foxp3 long intergenic non-coding RNA Treg Modulates Treg functions, strength antiviral responses [ 75 ] Lnc-EGFR Lnc-epidermal growth factor receptor; Treg Changes the differentiation of Treg and induced immunosuppression [ 76 ] lincRNA-Cox2 * Dendritic cells; macrophages Regulate secretion of IFNs [ 77 ] CRNDE Colorectal neoplasia differentially expressed B lymphocyte Regulates function of primarily pre-B1, pre-B2, and centroblasts [ 78 ] NeST * T lymphocyte Regulates immune function of T lymphocyte [ 79 , 80 ] LincR-Ccr2-5′ AS * T lymphocyte Regulation of Ccr1, Ccr2, Ccr3, and Ccr5 genes [ 81 ] Thy-ncR1 * Thymic T lymphocyte Destruction of MFAP4 and modulate proliferation and differentiation of T-cell [ 82 ] TMEVPG1 * T lymphocyte Changes the expression of IFN-γ gene and modify proliferation and differentiation of T- lymphocyte [ 77 , 80 ] H19 * HSC Preserves long-term HSC quiescence and self-renewal [ 83 ] EGO Eosinophil granule ontogeny Eosinophils Regulates eosinophils differentiation genes and maturation of eosinophils [ 84 ] HOTAIRM1 * Myeloid progenitors Suppuration of HoxA1 and HoxA4 genes in myeloid progenitors [ 45 ] LincRNA-EPS * Erythroblasts Elevates apoptosis [ 46 ] DLEU2; elncRNAEC1,3; lincRNAEC2,4,5,8,9; alncRNAEC1,2,3,7 * Erythroblasts Regulates erythrocyte maturation [ 48 ] Dlk1-Gtl2 Locus-derived lncRNAs * HSC lncRNAs inhibit PI3K-mTOR signaling, resulted in maintain HSC self-renewal [ 52 ] lncRNA Evx1 * Pluripotent cells Binds to chromatin and increases EVX1 transcription; regulate gene expression, proliferation, and differentiation [ 85 ] lncRNA-H19 * Embryonic HSC Partakes in endothelial-to-HSC transition by regulation of transcription factors (Runx1 and Spi1) [ 86 ] lncHSC-1/2 Hematopoietic stem cell HSC Controls long-term HSC quiescence and self-renewal [ 6 ] lncRNA-Xist * HSC Regulates HSC quiescence and self-renewal [ 51 , 87 ] lncRNA-DC Dendritic cells DC Regulates DC differentiation by increasing phosphorylation and nuclear translocation of STAT3 [ 88 ] lncRNA- Lethe * Macrophage/DC Partakes in innate immune response; regulate and limit inflammation [ 89 ] lincRNA-Cox2 * Macrophage/DC Is induced downstream of Toll-like receptors (TLRs) activation; act in the innate immune response [ 81 , 89 ] lncRNA-THRIL TNF- and hnRNPL-related immunoregulatory lncRNA Macrophage/DC Regulates homeostasis and activation of inflammatory reaction; necessary for expression of inflammatory cytokines [ 90 ] lncRNA-PACER p50-associated COX-2 extragenic RNA Macrophage/DC Has an important role in decoy molecule in the NF-kB signaling pathway [ 91 ] lncRNA-NKILA NF-kB-interacting lncRNA Macrophage/DC Regulates NF-kB signaling pathway; induced after IL-1b and TNF-a stimulation [ 92 , 93 ] lncRNA-αGT α-globin transcript erythrocyte Differentiation of erythroid cells [ 94 ] lncRNA- GAS5 * HSC Act as a tumor suppressor lymphoma and leukemia [ 95 ] lincRNA-a7 * HSC Regulation of hematopoiesis [ 96 ] lncRNA-MEG3 * HSC Regulation of p53 gene [ 97 ] lncRNA-NRON * HSC Regulating the activity of NFATs [ 98 ] lncRNA-Morrbid * Myeloid cell Controls myeloid cell differentiation [ 48 ] lnc-MC * Monocyte/Macrophage Regulates monocyte/macrophage differentiation [ 99 ] Th: lymphocyte T helper; Treg: lymphocyte T regulatory; NFAT1; nuclear factor of activated T-cells 1, MFAP4; microfibril associated protein 4, IFNs; interferon, STAT3: signal transducer and activator of transcription 3, DC: Dendritic cells, NFATs: nuclear factor of activated T cells.	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1016/j.ncrna.2020.12.002	7770514	Unrelated
28743020	Animal communication: when I'm calling you, will you answer too?	nbt212021-bib-0103	In 2019, it was found that chitosan‐coated poly(d,l‐lactide‐co‐glycolide) (PLGA) nanoparticles could be used as a drug delivery system for diosmin orally [ 100 ]. Diosmin properties are anti‐inflammatory properties, free radical scavenging [ 101 ], and anti‐ulcer activities [ 102 ]. However, this drug has little solubility and needs high oral doses [ 103 ]. According to the results, chitosan‐coated PLGA can increase the residence time of the drug at the delivery site, improve bioavailability, lower drug dose, lower dosing frequency, and reduce side effects [ 104 ].	Diosmin properties are antiinflammatory properties, free radical scavenging  101 , and antiulcer activities  102 . However, this drug has little solubility and needs high oral doses  103 .	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1049/nbt2.12021	8675832	Unrelated
10.1016/j.cub.2017.05.064	Animal communication: when i’m calling you, will you answer too?	CR40	The alteration of TME leads to the polarization of TAMs into M1 macrophages, facilitating an immune response against the tumor. The M1 macrophages exhibit a strong antigen presentation ability as they express major histocompatibility complex class II and secrete various proinflammatory cytokines, including interleukin-6, interleukin-12, inducible nitric oxide synthase, reactive oxygen species, and tumor necrosis factor-alpha (TNFα), which have the potential effect of killing cancer cells [ 38 ]. So, repolarizing TAMS into M1 macrophages leads to increased secretion of interleukin-12, which activates and recruits natural killer cells to carry out tumor cell killing in advanced tumors [ 39 ]. Additionally, the use of anti-Her2 antibodies in combination with anti-PD-L is beneficial in upregulating PD-L1 expression in macrophages [ 40 ]. Traditional Chinese medicine may also serve as a potential therapeutic option for breast cancer by promoting the repolarization of TAMs, with emodin and the XIAOPI formula being particularly effective in this regard. Emodin, a Chinese herbal medicine, exerts anti-tumorigenic impacts on breast cancer by suppressing the production of transforming growth factor beta 1 (TGFβ1) in macrophages [ 41 ]. The key bioactive compound of the XIAOPI formula, Baohuoside I, has also been shown to block the polarization of TAMs’ M2 phenotype and severely restrict the invasion and migration of breast cancer cells [ 42 ]. Various macrophage functions and different treatment options for breast cancer are shown in Fig.  2 . Fig. 2 Different macrophages-based treatment strategies in breast cancer	Additionally, the use of anti-Her2 antibodies in combination with anti-PD-L is beneficial in upregulating PD-L1 expression in macrophages [ 40 ].	Male moths compete to arrive first at a female releasing pheromone. A new study reveals that additional pheromone cues released only by younger females may prompt males to avoid them in favor of older but more fecund females.	10.1186/s12935-023-02999-3	10391843	Unrelated
